19,-2,4,-17,10,-3,2,-18,,Training Set1 for Fist
2,0,-2,-39,-3,0,5,62,,
2,8,34,81,4,-3,-1,-24,,
-2,-3,-40,-75,8,2,-12,-34,,
-1,6,5,56,-16,-6,16,51,,
0,-12,33,58,-7,9,3,-6,,
-22,-21,-57,-100,-18,-7,-15,-37,,
20,24,21,26,-15,1,4,54,,
-8,-18,-7,3,7,-5,-5,-28,,
-6,-5,-6,-25,-4,6,16,5,,
15,24,26,58,-7,-26,-11,34,,
-12,-14,12,2,26,17,-14,-107,,
0,-1,-25,-15,3,3,10,104,,
-3,5,-46,-102,-15,-8,-10,-7,,
4,-3,-4,-13,-4,4,1,-21,,
20,13,18,40,-25,-14,7,8,,
9,6,14,48,27,14,-12,-23,,
1,-15,31,49,6,4,12,-2,,
22,21,-33,-81,11,2,6,41,,
-64,-18,-3,3,-8,-4,-10,-31,,
-17,-24,-28,-49,-4,2,-11,10,,
7,15,37,56,2,-13,4,15,,
-16,-9,-61,-77,-37,-3,-6,-55,,
15,10,31,-2,44,17,13,59,,
-1,-27,-51,-17,-24,-14,-13,-61,,
-7,4,26,65,-19,-6,-17,-30,,
-1,11,18,67,26,8,20,73,,
12,-2,3,-21,-11,-13,-12,-38,,
11,17,9,23,-4,3,4,4,,
-2,9,-6,-14,-12,6,1,1,,
2,-6,24,27,-1,-5,5,-3,,
23,-8,-28,16,-9,3,-3,8,,
21,-1,-2,-65,-3,10,2,-42,,
-27,11,-17,14,-24,-11,4,11,,
0,-1,40,24,18,7,6,-14,,
-23,-15,-6,-42,4,1,11,27,,
7,1,22,88,38,6,-3,-27,,
-7,1,-22,-54,-42,-12,-26,-18,,
8,9,-17,-57,-15,0,23,75,,
5,-21,-16,42,2,-1,-7,-5,,
-18,3,18,17,6,4,7,4,,
14,11,11,-11,7,11,-1,12,,
-2,-22,37,101,18,1,-1,-46,,
-5,-10,-51,-39,-23,-17,-6,37,,
-6,4,3,-53,13,7,3,-30,,
-28,4,2,-37,0,-3,5,39,,
73,-17,-19,35,-23,-10,-3,-2,,
-6,19,6,0,31,6,-7,-58,,
-3,-4,27,83,-10,8,7,39,,
-9,-14,-43,-83,4,-5,1,49,,
-10,23,45,53,9,2,-2,-13,,
-9,-16,-41,-74,-18,-13,-2,-2,,
-1,0,0,57,-15,-16,-27,-48,,
13,2,8,28,26,6,18,21,,
0,-5,-24,-14,0,19,-6,14,,
-7,-20,21,24,6,-11,-10,2,,
-17,12,-2,-33,-16,-6,9,5,,
23,5,21,77,31,13,7,-12,,
-36,-3,-38,-82,-8,-11,-18,-47,,
40,11,22,12,5,1,3,-13,,
2,-7,-22,-60,-5,-5,7,42,,
1,-15,21,53,5,4,-13,-55,,
-27,-8,-37,-36,-4,-3,7,36,,
31,35,40,47,-2,4,2,2,,
0,-12,5,-18,12,0,3,6,,
16,-7,-24,-13,-6,-11,-3,-12,,
-12,3,0,-31,-16,-4,-7,3,,
1,7,10,91,17,15,10,35,,
-22,5,16,-23,-11,-8,-2,-43,,
1,-4,-16,19,2,-16,-3,3,,
24,-8,-5,-10,-7,21,-28,-105,,
-10,10,28,34,-4,-7,32,79,,
6,7,-4,-5,12,4,11,39,,
0,-5,8,8,-7,-6,-6,-38,,
-21,-34,-14,29,-1,-4,-10,-30,,
-9,-1,-30,-56,-4,-3,-10,-38,,
-9,6,17,54,8,4,6,31,,
19,19,24,16,5,-9,-1,-10,,
-2,14,-13,-53,31,0,11,42,,
-2,-20,-22,-7,-34,4,-5,-35,,
14,6,-32,-43,-21,-4,0,2,,
-16,-15,3,-55,6,-1,-4,-11,,
-6,13,35,27,-32,0,4,-22,,
-8,-4,-16,-24,27,8,18,56,,
11,15,16,-10,3,-4,-13,-28,,
-56,-18,18,76,1,1,-4,6,,
-8,16,18,27,-5,4,-11,-60,,
7,-11,-47,-24,-21,-3,14,37,,
-4,1,25,45,3,5,1,-12,,
11,5,-31,-85,-2,7,-6,12,,
-11,-22,19,26,10,-22,-5,10,,
