15,-2,-4,-10,-2,1,-1,1,,
-6,-1,10,10,-11,0,-2,-3,,
-7,12,-33,5,0,-4,-5,2,,
1,3,12,-7,17,14,7,2,,
7,-5,-43,39,8,0,2,7,,
0,10,20,-52,-8,-2,-1,-1,,
2,-9,-2,-8,-8,0,3,0,,
-12,-12,-18,13,-7,-12,-8,-8,,
16,26,48,14,5,5,5,2,,
-1,-28,-18,-12,-7,0,2,1,,
20,10,31,39,10,2,0,7,,
-28,-4,-7,-49,-13,-6,-4,-15,,
9,-1,-20,-36,-7,-3,-2,-2,,
-6,-17,-21,14,-5,-4,-3,-6,,
4,7,80,15,-8,-3,-2,0,,
1,-13,-18,0,2,-2,-1,3,,
7,22,19,19,-11,1,-4,-7,,
-12,3,28,24,29,7,1,-5,,
11,-10,-31,-41,-16,-8,-5,-3,,
-38,14,1,37,-8,2,4,12,,
-6,-26,-18,-7,13,-6,-6,-13,,
-4,4,-34,-16,-9,-3,-1,3,,
9,19,34,18,2,9,5,0,,
13,-10,-55,-14,4,-4,-2,8,,
0,9,24,6,-8,1,3,1,,
11,-4,27,13,4,4,1,0,,
-3,3,-43,-68,-8,-2,-1,-1,,
11,10,3,-15,4,2,1,-1,,
-48,-6,-6,9,2,-5,-2,-3,,
13,2,41,15,-10,-6,-2,-3,,
-10,-8,-55,-11,7,4,0,-1,,
5,0,73,19,-3,-5,-4,-5,,
7,-4,-39,13,8,3,2,4,,
-12,10,5,15,0,-6,-5,-1,,
5,-10,14,5,-10,-5,-3,0,,
5,6,-6,3,15,3,0,-2,,
12,-9,-14,-8,-13,-3,2,7,,
-8,2,-18,-12,-14,-7,-4,-3,,
11,13,-2,22,12,3,3,-1,,
1,-8,5,-31,-13,-6,-1,4,,
-2,-7,-3,-28,-8,-2,-2,-4,,
-15,-17,-27,1,17,3,1,0,,
-1,1,27,-14,-6,-4,-4,-6,,
3,-10,-16,22,4,5,2,1,,
6,3,18,-11,5,3,-3,1,,
12,3,-10,-1,-6,-1,2,5,,
-24,16,33,48,3,-2,-2,-8,,
29,-19,-18,-23,1,1,1,-2,,
-45,-3,15,3,-1,2,0,8,,
-4,-2,-1,25,1,-6,-5,-11,,
-6,-2,-5,-45,14,10,6,6,,
4,0,-4,33,-4,-8,-5,-3,,
2,5,-22,-22,-7,-4,-4,-9,,
14,2,49,4,1,2,-1,-4,,
-21,-9,-32,7,-5,-2,-1,-2,,
5,10,-2,8,-2,6,6,1,,
0,-5,-23,-26,13,2,-2,5,,
9,11,-33,-2,-8,-3,0,1,,
2,-14,59,23,9,1,0,-5,,
-12,4,17,-9,-10,-3,0,7,,
-17,-6,-15,8,-2,0,0,-8,,
3,6,21,20,12,2,4,10,,
18,4,-25,8,-3,0,1,0,,
-5,5,11,16,-2,-7,-9,0,,
0,3,-3,-1,-11,2,0,-15,,
-10,-18,-18,-12,0,1,2,5,,
-7,9,-8,-15,6,3,-3,0,,
11,0,11,3,7,1,2,5,,
47,12,15,10,-9,-6,-3,-6,,
-32,0,-2,-12,0,3,1,3,,
-1,-7,-14,23,-11,-4,-3,2,,
-9,4,0,-15,9,5,4,0,,
12,-4,-5,-24,-11,-4,-1,1,,
1,4,17,5,-7,-5,-7,-4,,
-17,-9,-26,-39,0,-4,-6,-16,,
-6,-1,-6,2,-3,0,-1,-1,,
-11,1,32,56,12,0,1,9,,
25,7,-2,-17,-10,-3,-1,-4,,
-7,-8,23,-65,-10,-2,0,2,,
-10,-4,-9,19,-2,-1,-2,-8,,
7,13,25,-18,-4,0,0,1,,
3,-3,-83,-15,-4,-5,0,-1,,
-8,-12,-11,28,-5,-2,-2,-3,,
-2,3,19,-6,6,4,0,5,,
-8,-12,20,-24,-11,-7,-5,-6,,
-1,5,16,27,4,0,3,2,,
9,-17,-23,-25,-12,-4,2,1,,
-1,9,10,20,23,3,-2,-7,,
19,-1,-48,-18,-7,5,6,11,,
-5,-11,28,-4,1,-1,-4,-6,,
13,8,-13,26,-5,-3,-4,-1,,
-16,-2,14,-41,-7,2,2,3,,
3,-14,6,9,14,1,3,-4,,
8,21,0,8,2,9,6,2,,
-12,0,67,32,3,-4,-3,4,,
14,-2,-16,22,-14,-6,-4,5,,
