9,8,42,14,2,2,59,12,,
-21,8,-33,27,-10,-13,-12,22,,
15,-13,-52,-10,13,-6,-72,-3,,
-4,5,6,-32,0,18,67,-1,,
4,26,-14,-30,-26,-9,-31,-2,,
72,10,19,-27,12,4,29,10,,
-20,-2,7,-25,-4,1,-9,25,,
-7,15,41,53,7,-1,-5,-30,,
9,-14,-29,15,13,7,5,10,,
-25,-10,-3,18,-14,-14,-77,8,,
32,-21,44,-42,3,2,78,-2,,
43,49,12,47,9,-3,22,28,,
-3,-8,35,-31,4,7,-1,-12,,
-38,-35,-60,-14,-18,-10,-29,-14,,
62,4,44,29,-3,-5,-11,3,,
-12,-5,34,-16,4,-1,15,4,,
36,15,8,20,2,-7,-32,36,,
-9,-13,-61,-28,0,10,-22,-83,,
-71,-51,-2,-81,-22,-7,14,7,,
5,-31,-16,0,-6,0,16,50,,
-19,-3,-57,23,2,-11,-26,-22,,
16,-29,32,-21,4,-4,-13,-17,,
-31,41,-2,-13,-13,-8,-27,-26,,
72,19,16,43,16,13,11,19,,
-34,-39,54,-28,-22,-9,-12,-33,,
-55,-4,-4,-16,0,-7,-16,-14,,
18,6,-63,63,22,2,-25,-26,,
34,45,74,-53,-24,-11,6,3,,
-38,-15,-55,44,3,2,-9,-31,,
22,7,13,53,7,5,26,15,,
23,44,73,59,17,-1,-5,32,,
-41,-69,-15,-49,-18,0,17,-12,,
15,26,-53,23,28,22,-3,-11,,
-37,-33,-3,51,-5,-4,25,-10,,
43,35,20,-59,-2,7,-8,6,,
-12,-14,-25,61,-6,-10,-10,-8,,
32,19,81,-30,-19,-16,15,12,,
32,-11,-4,54,23,1,-26,-6,,
7,-5,-51,-28,-13,7,71,51,,
24,26,46,-16,10,1,-23,-37,,
-38,-29,-89,33,-8,-3,-23,10,,
-41,32,28,-40,4,0,-1,-3,,
73,-48,-54,-46,-4,-5,-1,-20,,
8,30,17,29,-2,6,-12,-2,,
74,-57,-4,-50,-19,-9,5,26,,
-52,10,-26,16,3,-7,-32,-31,,
-29,7,19,54,1,-5,-26,-11,,
-63,-16,33,-60,-6,0,16,45,,
-10,18,12,26,23,12,30,-4,,
10,1,-13,-46,-11,-12,-54,2,,
-29,6,57,-16,-21,-3,47,-1,,
12,38,-25,-7,0,7,22,-10,,
-71,8,35,10,12,5,-4,22,,
-8,-18,-2,35,9,-3,-12,10,,
-62,-2,-43,4,-2,4,-3,-12,,
8,20,-29,32,14,-7,-16,7,,
31,23,31,3,-10,13,-3,-22,,
-7,-57,-14,15,-5,-1,49,29,,
-57,13,28,27,11,3,-21,-11,,
44,-11,11,11,-7,-2,7,15,,
-7,-8,-50,-42,-2,-4,5,-29,,
28,48,47,72,8,-2,-15,17,,
-37,-36,36,36,-1,3,0,4,,
28,-20,-94,10,5,2,14,-3,,
-3,1,83,56,-7,-2,-12,10,,
4,13,-8,-50,0,4,35,-7,,
69,-38,-27,19,3,-5,-51,-6,,
-31,27,52,-34,12,12,36,20,,
10,31,17,43,1,-6,-8,-18,,
-20,-67,-18,-43,-4,3,28,55,,
77,28,31,-5,-10,-14,-38,-7,,
6,27,25,44,10,4,-37,-7,,
-14,-37,-21,-4,-2,10,67,20,,
-30,-6,33,-63,-19,-7,14,-27,,
-10,15,-62,55,20,3,-15,4,,
-27,-19,1,3,-39,-22,-8,-18,,
-23,22,-10,-28,19,2,-32,14,,
-8,14,-13,-34,-13,1,16,-6,,
5,3,-9,56,16,6,19,-16,,
-41,26,-17,-71,-14,-3,-4,-11,,
51,-11,-9,-38,4,-7,-30,-1,,
37,-24,-20,-12,-12,9,31,26,,
-46,22,15,-65,0,2,6,-2,,
-12,-4,1,49,0,-3,-22,3,,
75,1,-34,-4,-5,-12,-2,-7,,
40,13,26,-88,-11,3,-4,9,,
-16,-3,18,19,-5,-3,36,-1,,
21,-49,0,29,3,-3,-20,1,,
10,-12,-38,-21,0,-1,-16,-2,,
-10,31,40,-2,4,4,2,-20,,
-56,-22,-54,-19,-5,-6,-45,-21,,
-20,-5,27,41,2,2,37,9,,
4,10,-56,-30,0,-2,3,-20,,
42,28,62,88,1,-6,-15,35,,
47,-22,-11,4,-3,5,8,36,,
3,17,-14,-38,-7,-3,-4,-70,,
-8,12,-45,10,-3,-3,8,23,,
-28,-57,6,24,-2,11,13,-16,,
13,20,-35,30,19,-3,-22,5,,
14,-7,-41,-43,-8,-1,35,35,,
0,22,24,23,5,2,-12,-7,,
-21,-31,-32,6,-7,-14,-33,-29,,
-54,-2,4,-53,-5,3,1,6,,
12,-4,-29,36,13,6,10,21,,
-9,-16,8,-1,-5,-4,-24,-33,,
-36,-57,-29,16,-1,-8,8,14,,
-1,30,20,5,-2,4,9,-12,,
31,1,-32,-22,6,-10,-8,2,,
-25,-9,2,-57,-16,2,-52,-11,,
-28,17,61,58,9,8,73,-17,,
31,-4,-78,-49,-12,-5,4,7,,
-18,-13,24,12,2,-7,-7,11,,
-71,-3,34,-3,0,-10,-43,-7,,
27,-14,-102,7,5,-2,-4,2,,
-53,14,54,30,6,1,1,-18,,
36,-14,-22,-11,-5,2,4,5,,
-17,9,37,-19,-9,-2,31,14,,
38,18,14,-12,11,-5,-48,-53,,
12,34,-36,19,-8,9,33,31,,
-55,-52,17,34,10,-3,-37,-31,,
21,-23,19,-3,6,4,55,15,,
-13,31,-18,-14,-8,-3,-38,-8,,
36,14,40,-17,-14,-30,-26,15,,
-11,0,46,-42,-14,22,27,-12,,
-52,29,4,36,21,13,18,0,,
30,-29,19,-40,-7,-8,-9,27,,
18,-3,31,75,11,0,1,-25,,
13,18,6,-4,-12,-10,-32,-12,,
-19,10,5,4,1,-1,-2,10,,
-68,16,1,3,6,5,19,-4,,
9,-61,16,-31,-19,-4,-29,-28,,
4,64,4,0,4,0,12,2,,
29,-62,67,43,11,1,-12,-9,,
19,35,-38,-40,-23,-11,-4,-9,,
-15,-7,43,-12,3,2,13,8,,
-29,10,3,38,1,1,13,3,,
46,28,-14,1,8,4,-17,16,,
-25,38,53,-26,-12,1,40,-6,,
12,-56,-50,-28,2,0,0,25,,
-3,52,31,61,18,9,-15,-30,,
12,-25,-50,20,2,-12,3,3,,
-31,28,65,3,-12,6,-16,7,,
-17,29,30,-62,0,7,-1,-28,,
1,-42,-80,-14,6,0,14,34,,
-28,6,-3,-52,-13,-10,0,-17,,
36,-8,30,18,15,-4,-30,-2,,
-17,-41,-45,19,-2,2,24,2,,
